Route,Direction,Weekday,Service Day,Branch,Month,Hour,Average Headway,Actual Gap,Additional Time due to Missing Service,% Additional Time due to Missing Service,Waiting Time as Experienced,Additional Time due to Bunching,% Additional Time due to Bunching,Schedule Adherence,Dwell Time at Stops,Stops Served,Total Dwell Time,Branch_Direction,Weekday_Hour,previous_bus_delay
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,9,2694,2718,24,0.01,2766,48,0.02,43,6,171,1026,39 Flamingo_East,Sunday_9,48.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,10,2722,2746,24,0.01,2770,24,0.01,89,3,148,444,39 Flamingo_East,Sunday_10,43.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,11,2696,3341,645,0.24,3369,28,0.01,103,5,170,850,39 Flamingo_East,Sunday_11,89.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,12,2698,2736,38,0.01,2744,8,0.0,54,6,93,558,39 Flamingo_East,Sunday_12,103.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,13,2704,2724,20,0.01,2744,20,0.01,-14,5,106,530,39 Flamingo_East,Sunday_13,54.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,14,2716,2748,32,0.01,2766,18,0.01,147,4,156,624,39 Flamingo_East,Sunday_14,-14.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,15,2705,2708,3,0.0,2733,25,0.01,117,6,120,720,39 Flamingo_East,Sunday_15,147.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,16,2676,2682,6,0.0,2716,34,0.01,99,5,164,820,39 Flamingo_East,Sunday_16,117.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,17,2708,2724,16,0.01,2740,16,0.01,-10,3,93,279,39 Flamingo_East,Sunday_17,99.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,18,2686,2717,31,0.01,2722,5,0.0,-24,3,177,531,39 Flamingo_East,Sunday_18,-10.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,19,2729,2759,30,0.01,2793,34,0.01,51,6,145,870,39 Flamingo_East,Sunday_19,-24.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,20,2727,2754,27,0.01,2809,55,0.02,8,3,90,270,39 Flamingo_East,Sunday_20,51.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,21,2713,2755,42,0.02,2759,4,0.0,-2,3,128,384,39 Flamingo_East,Sunday_21,8.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,22,2691,2723,32,0.01,2756,33,0.01,77,4,117,468,39 Flamingo_East,Sunday_22,-2.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,23,2688,2705,17,0.01,2715,10,0.0,76,3,115,345,39 Flamingo_East,Sunday_23,77.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,5,1830,1856,26,0.01,1887,31,0.02,52,5,286,1430,39 Flamingo_West,Monday_5,92.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,6,1785,1812,27,0.02,1831,19,0.01,96,3,163,489,39 Flamingo_West,Monday_6,52.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,7,1475,1514,39,0.03,1658,144,0.1,486,6,432,2592,39 Flamingo_West,Monday_7,96.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,8,1474,1503,29,0.02,1883,380,0.26,226,11,418,4598,39 Flamingo_West,Monday_8,486.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,9,1524,2326,802,0.53,2642,316,0.21,556,10,427,4270,39 Flamingo_West,Monday_9,226.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,10,1777,1790,13,0.01,1795,5,0.0,-1,3,245,735,39 Flamingo_West,Monday_10,556.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,11,1771,1793,22,0.01,1835,42,0.02,50,4,191,764,39 Flamingo_West,Monday_11,-1.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,12,1823,2030,207,0.11,2068,38,0.02,80,6,158,948,39 Flamingo_West,Monday_12,50.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,13,1812,1824,12,0.01,1857,33,0.02,125,2,270,540,39 Flamingo_West,Monday_13,80.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,14,1791,1822,31,0.02,1842,20,0.01,26,4,169,676,39 Flamingo_West,Monday_14,125.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,15,1792,1827,35,0.02,1853,26,0.01,-8,4,254,1016,39 Flamingo_West,Monday_15,26.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,16,1509,1540,31,0.02,1925,385,0.26,230,12,343,4116,39 Flamingo_West,Monday_16,-8.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,17,1519,1558,39,0.03,1695,137,0.09,359,12,255,3060,39 Flamingo_West,Monday_17,230.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,18,1492,1499,7,0.0,1893,394,0.26,562,8,300,2400,39 Flamingo_West,Monday_18,359.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,19,1819,1830,11,0.01,1856,26,0.01,71,6,223,1338,39 Flamingo_West,Monday_19,562.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,20,1798,1826,28,0.02,1862,36,0.02,-38,2,299,598,39 Flamingo_West,Monday_20,71.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,21,1796,1797,1,0.0,1826,29,0.02,152,6,227,1362,39 Flamingo_West,Monday_21,-38.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,22,1788,1826,38,0.02,1848,22,0.01,-33,3,254,762,39 Flamingo_West,Monday_22,152.0
39-Flamingo,West,Monday,Full service,39 Flamingo,June,23,1818,1827,9,0.0,1833,6,0.0,106,3,219,657,39 Flamingo_West,Monday_23,-33.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,5,1802,1805,3,0.0,1852,47,0.03,143,4,259,1036,39 Flamingo_East,Tuesday_5,76.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,6,1806,1830,24,0.01,1853,23,0.01,100,2,205,410,39 Flamingo_East,Tuesday_6,143.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,7,1507,1552,45,0.03,1782,230,0.15,356,8,441,3528,39 Flamingo_East,Tuesday_7,100.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,8,1514,1535,21,0.01,1903,368,0.24,529,9,256,2304,39 Flamingo_East,Tuesday_8,356.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,9,1507,1513,6,0.0,1742,229,0.15,518,10,310,3100,39 Flamingo_East,Tuesday_9,529.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,10,1823,1863,40,0.02,1883,20,0.01,-15,6,188,1128,39 Flamingo_East,Tuesday_10,518.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,11,1773,1776,3,0.0,1831,55,0.03,-9,2,207,414,39 Flamingo_East,Tuesday_11,-15.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,12,1791,1806,15,0.01,1808,2,0.0,0,5,208,1040,39 Flamingo_East,Tuesday_12,-9.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,13,1824,1831,7,0.0,1850,19,0.01,86,4,278,1112,39 Flamingo_East,Tuesday_13,0.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,14,1785,1787,2,0.0,1823,36,0.02,-36,5,190,950,39 Flamingo_East,Tuesday_14,86.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,15,1825,1850,25,0.01,1901,51,0.03,-9,5,168,840,39 Flamingo_East,Tuesday_15,-36.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,16,1530,1555,25,0.02,1908,353,0.23,215,9,393,3537,39 Flamingo_East,Tuesday_16,-9.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,17,1512,1524,12,0.01,1835,311,0.21,478,12,289,3468,39 Flamingo_East,Tuesday_17,215.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,18,1499,1542,43,0.03,1706,164,0.11,418,10,345,3450,39 Flamingo_East,Tuesday_18,478.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,19,1806,1824,18,0.01,1825,1,0.0,30,4,268,1072,39 Flamingo_East,Tuesday_19,418.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,20,1776,1817,41,0.02,1826,9,0.01,-28,2,208,416,39 Flamingo_East,Tuesday_20,30.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,21,1830,1869,39,0.02,1921,52,0.03,136,2,208,416,39 Flamingo_East,Tuesday_21,-28.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,22,1809,2475,666,0.37,2530,55,0.03,61,6,153,918,39 Flamingo_East,Tuesday_22,136.0
39-Flamingo,East,Tuesday,Full service,39 Flamingo,June,23,1813,2304,491,0.27,2309,5,0.0,61,4,190,760,39 Flamingo_East,Tuesday_23,61.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,5,1801,1830,29,0.02,1858,28,0.02,95,4,165,660,39 Flamingo_East,Wednesday_5,61.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,6,1793,1799,6,0.0,1844,45,0.03,120,4,200,800,39 Flamingo_East,Wednesday_6,95.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,7,1497,1503,6,0.0,1863,360,0.24,154,12,394,4728,39 Flamingo_East,Wednesday_7,120.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,8,1482,1527,45,0.03,1825,298,0.2,355,5,370,1850,39 Flamingo_East,Wednesday_8,154.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,9,1471,1506,35,0.02,1663,157,0.11,409,9,237,2133,39 Flamingo_East,Wednesday_9,355.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,10,1810,1837,27,0.01,1893,56,0.03,-50,3,284,852,39 Flamingo_East,Wednesday_10,409.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,11,1829,1855,26,0.01,1885,30,0.02,136,6,182,1092,39 Flamingo_East,Wednesday_11,-50.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,12,1799,1835,36,0.02,1843,8,0.0,140,4,237,948,39 Flamingo_East,Wednesday_12,136.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,13,1792,1819,27,0.02,1856,37,0.02,142,4,227,908,39 Flamingo_East,Wednesday_13,140.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,14,1801,1808,7,0.0,1841,33,0.02,-38,2,253,506,39 Flamingo_East,Wednesday_14,142.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,15,1822,1838,16,0.01,1878,40,0.02,-56,3,216,648,39 Flamingo_East,Wednesday_15,-38.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,16,1473,1951,478,0.32,2262,311,0.21,343,8,384,3072,39 Flamingo_East,Wednesday_16,-56.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,17,1504,1540,36,0.02,1892,352,0.23,549,10,310,3100,39 Flamingo_East,Wednesday_17,343.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,18,1478,1507,29,0.02,1839,332,0.22,413,6,447,2682,39 Flamingo_East,Wednesday_18,549.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,19,1826,1841,15,0.01,1869,28,0.02,-28,4,274,1096,39 Flamingo_East,Wednesday_19,413.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,20,1790,1826,36,0.02,1850,24,0.01,66,6,203,1218,39 Flamingo_East,Wednesday_20,-28.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,21,1793,1804,11,0.01,1810,6,0.0,88,6,221,1326,39 Flamingo_East,Wednesday_21,66.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,22,1770,1778,8,0.0,1782,4,0.0,33,6,162,972,39 Flamingo_East,Wednesday_22,88.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,June,23,1772,1790,18,0.01,1816,26,0.01,34,2,239,478,39 Flamingo_East,Wednesday_23,33.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,5,1794,1806,12,0.01,1828,22,0.01,8,2,269,538,39 Flamingo_East,Thursday_5,34.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,6,1798,1833,35,0.02,1863,30,0.02,-8,5,153,765,39 Flamingo_East,Thursday_6,8.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,7,1492,1530,38,0.03,1820,290,0.19,318,6,246,1476,39 Flamingo_East,Thursday_7,-8.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,8,1485,1494,9,0.01,1631,137,0.09,501,11,376,4136,39 Flamingo_East,Thursday_8,318.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,9,1522,1550,28,0.02,1878,328,0.22,273,8,253,2024,39 Flamingo_East,Thursday_9,501.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,10,1820,1887,67,0.04,1932,45,0.02,-46,4,269,1076,39 Flamingo_East,Thursday_10,273.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,11,1777,1807,30,0.02,1860,53,0.03,-36,5,239,1195,39 Flamingo_East,Thursday_11,-46.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,12,1790,1834,44,0.02,1872,38,0.02,8,2,193,386,39 Flamingo_East,Thursday_12,-36.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,13,1787,1809,22,0.01,1825,16,0.01,78,3,182,546,39 Flamingo_East,Thursday_13,8.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,14,1814,1818,4,0.0,1864,46,0.03,29,5,251,1255,39 Flamingo_East,Thursday_14,78.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,15,1795,1827,32,0.02,1859,32,0.02,-36,5,215,1075,39 Flamingo_East,Thursday_15,29.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,16,1480,1488,8,0.01,1608,120,0.08,458,7,283,1981,39 Flamingo_East,Thursday_16,-36.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,17,1484,1489,5,0.0,1658,169,0.11,533,6,394,2364,39 Flamingo_East,Thursday_17,458.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,18,1523,1538,15,0.01,1734,196,0.13,166,5,361,1805,39 Flamingo_East,Thursday_18,533.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,19,1788,1826,38,0.02,1870,44,0.02,22,3,208,624,39 Flamingo_East,Thursday_19,166.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,20,1809,1815,6,0.0,1874,59,0.03,65,5,204,1020,39 Flamingo_East,Thursday_20,22.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,21,1829,1855,26,0.01,1915,60,0.03,66,6,189,1134,39 Flamingo_East,Thursday_21,65.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,22,1811,1830,19,0.01,1877,47,0.03,-8,5,244,1220,39 Flamingo_East,Thursday_22,66.0
39-Flamingo,East,Thursday,Full service,39 Flamingo,June,23,1795,1818,23,0.01,1832,14,0.01,-22,4,167,668,39 Flamingo_East,Thursday_23,-8.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,5,1777,1807,30,0.02,1855,48,0.03,22,6,245,1470,39 Flamingo_East,Friday_5,-22.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,6,1778,1809,31,0.02,1841,32,0.02,121,4,172,688,39 Flamingo_East,Friday_6,22.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,7,1478,1478,0,0.0,1852,374,0.25,264,7,417,2919,39 Flamingo_East,Friday_7,121.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,8,1476,1509,33,0.02,1813,304,0.21,120,8,369,2952,39 Flamingo_East,Friday_8,264.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,9,1489,1503,14,0.01,1891,388,0.26,121,5,394,1970,39 Flamingo_East,Friday_9,120.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,10,1786,1786,0,0.0,1842,56,0.03,95,3,169,507,39 Flamingo_East,Friday_10,121.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,11,1816,1858,42,0.02,1902,44,0.02,20,4,211,844,39 Flamingo_East,Friday_11,95.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,12,1778,1782,4,0.0,1799,17,0.01,-3,5,235,1175,39 Flamingo_East,Friday_12,20.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,13,1798,1834,36,0.02,1847,13,0.01,141,6,291,1746,39 Flamingo_East,Friday_13,-3.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,14,1825,1859,34,0.02,1859,0,0.0,32,3,230,690,39 Flamingo_East,Friday_14,141.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,15,1818,1843,25,0.01,1847,4,0.0,100,3,182,546,39 Flamingo_East,Friday_15,32.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,16,1486,1524,38,0.03,1885,361,0.24,568,11,253,2783,39 Flamingo_East,Friday_16,100.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,17,1505,1520,15,0.01,1880,360,0.24,285,5,411,2055,39 Flamingo_East,Friday_17,568.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,18,1526,1559,33,0.02,1724,165,0.11,141,9,367,3303,39 Flamingo_East,Friday_18,285.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,19,1819,1846,27,0.01,1883,37,0.02,-11,6,240,1440,39 Flamingo_East,Friday_19,141.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,20,1790,1793,3,0.0,1800,7,0.0,36,6,210,1260,39 Flamingo_East,Friday_20,-11.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,21,1828,1830,2,0.0,1854,24,0.01,176,6,154,924,39 Flamingo_East,Friday_21,36.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,22,1823,1851,28,0.02,1885,34,0.02,32,4,202,808,39 Flamingo_East,Friday_22,176.0
39-Flamingo,East,Friday,Full service,39 Flamingo,June,23,1785,2143,358,0.2,2152,9,0.01,85,2,203,406,39 Flamingo_East,Friday_23,32.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,5,2680,2696,16,0.01,2720,24,0.01,92,6,91,546,39 Flamingo_West,Saturday_5,106.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,6,2687,3431,744,0.28,3462,31,0.01,65,4,179,716,39 Flamingo_West,Saturday_6,92.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,7,2730,2732,2,0.0,2739,7,0.0,5,5,136,680,39 Flamingo_West,Saturday_7,65.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,8,2705,2718,13,0.0,2749,31,0.01,-11,3,147,441,39 Flamingo_West,Saturday_8,5.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,9,2700,2706,6,0.0,2754,48,0.02,36,4,171,684,39 Flamingo_West,Saturday_9,-11.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,10,2724,2765,41,0.02,2824,59,0.02,24,5,109,545,39 Flamingo_West,Saturday_10,36.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,11,2689,2689,0,0.0,2690,1,0.0,-46,2,150,300,39 Flamingo_West,Saturday_11,24.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,12,2678,2688,10,0.0,2714,26,0.01,63,5,130,650,39 Flamingo_West,Saturday_12,-46.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,13,2711,2732,21,0.01,2762,30,0.01,81,2,166,332,39 Flamingo_West,Saturday_13,63.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,14,2723,2750,27,0.01,2806,56,0.02,41,2,95,190,39 Flamingo_West,Saturday_14,81.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,15,2680,2713,33,0.01,2773,60,0.02,42,6,162,972,39 Flamingo_West,Saturday_15,41.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,16,2702,2702,0,0.0,2754,52,0.02,148,4,172,688,39 Flamingo_West,Saturday_16,42.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,17,2684,2700,16,0.01,2712,12,0.0,129,4,174,696,39 Flamingo_West,Saturday_17,148.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,18,2724,2753,29,0.01,2766,13,0.0,67,2,93,186,39 Flamingo_West,Saturday_18,129.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,19,2710,2739,29,0.01,2796,57,0.02,19,5,121,605,39 Flamingo_West,Saturday_19,67.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,20,2700,2700,0,0.0,2755,55,0.02,79,2,175,350,39 Flamingo_West,Saturday_20,19.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,21,2730,2744,14,0.01,2783,39,0.01,134,5,111,555,39 Flamingo_West,Saturday_21,79.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,22,2677,2691,14,0.01,2715,24,0.01,22,2,105,210,39 Flamingo_West,Saturday_22,134.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,June,23,2709,2715,6,0.0,2769,54,0.02,-26,2,141,282,39 Flamingo_West,Saturday_23,22.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,5,2672,2674,2,0.0,2733,59,0.02,-8,5,171,855,39 Flamingo_East,Sunday_5,85.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,6,2676,2703,27,0.01,2722,19,0.01,25,6,164,984,39 Flamingo_East,Sunday_6,-8.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,7,2709,2728,19,0.01,2743,15,0.01,166,6,128,768,39 Flamingo_East,Sunday_7,25.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,8,2687,2687,0,0.0,2744,57,0.02,160,3,128,384,39 Flamingo_East,Sunday_8,166.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,9,2700,2710,10,0.0,2749,39,0.01,42,5,112,560,39 Flamingo_East,Sunday_9,160.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,10,2681,2717,36,0.01,2741,24,0.01,176,4,156,624,39 Flamingo_East,Sunday_10,42.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,11,2678,2687,9,0.0,2696,9,0.0,-13,5,164,820,39 Flamingo_East,Sunday_11,176.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,12,2724,2732,8,0.0,2771,39,0.01,89,2,174,348,39 Flamingo_East,Sunday_12,-13.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,13,2729,2754,25,0.01,2786,32,0.01,55,3,151,453,39 Flamingo_East,Sunday_13,89.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,14,2692,2708,16,0.01,2736,28,0.01,164,6,91,546,39 Flamingo_East,Sunday_14,55.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,15,2728,2737,9,0.0,2796,59,0.02,18,4,165,660,39 Flamingo_East,Sunday_15,164.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,16,2684,2710,26,0.01,2724,14,0.01,81,5,133,665,39 Flamingo_East,Sunday_16,18.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,17,2695,2711,16,0.01,2718,7,0.0,28,5,139,695,39 Flamingo_East,Sunday_17,81.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,18,2717,2732,15,0.01,2747,15,0.01,-30,3,151,453,39 Flamingo_East,Sunday_18,28.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,19,2692,2725,33,0.01,2781,56,0.02,96,3,102,306,39 Flamingo_East,Sunday_19,-30.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,20,2688,2724,36,0.01,2752,28,0.01,13,4,166,664,39 Flamingo_East,Sunday_20,96.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,21,2727,2731,4,0.0,2748,17,0.01,10,5,161,805,39 Flamingo_East,Sunday_21,13.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,22,2711,2729,18,0.01,2759,30,0.01,9,3,153,459,39 Flamingo_East,Sunday_22,10.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,June,23,2685,2712,27,0.01,2739,27,0.01,-52,2,139,278,39 Flamingo_East,Sunday_23,9.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,5,1827,1849,22,0.01,1891,42,0.02,151,5,261,1305,39 Flamingo_West,Monday_5,-26.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,6,1813,1833,20,0.01,1839,6,0.0,83,4,150,600,39 Flamingo_West,Monday_6,151.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,7,1473,1475,2,0.0,1875,400,0.27,328,11,264,2904,39 Flamingo_West,Monday_7,83.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,8,1476,1495,19,0.01,1824,329,0.22,359,11,306,3366,39 Flamingo_West,Monday_8,328.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,9,1517,1558,41,0.03,1739,181,0.12,177,11,328,3608,39 Flamingo_West,Monday_9,359.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,10,1772,1799,27,0.02,1834,35,0.02,176,2,161,322,39 Flamingo_West,Monday_10,177.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,11,1779,1795,16,0.01,1804,9,0.01,-30,3,156,468,39 Flamingo_West,Monday_11,176.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,12,1776,1804,28,0.02,1816,12,0.01,44,6,297,1782,39 Flamingo_West,Monday_12,-30.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,13,1782,1810,28,0.02,1864,54,0.03,53,4,240,960,39 Flamingo_West,Monday_13,44.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,14,1788,1810,22,0.01,1841,31,0.02,3,3,294,882,39 Flamingo_West,Monday_14,53.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,15,1808,1829,21,0.01,1843,14,0.01,109,6,237,1422,39 Flamingo_West,Monday_15,3.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,16,1484,1514,30,0.02,1757,243,0.16,597,12,448,5376,39 Flamingo_West,Monday_16,109.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,17,1500,1538,38,0.03,1923,385,0.26,157,11,274,3014,39 Flamingo_West,Monday_17,597.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,18,1500,1503,3,0.0,1628,125,0.08,201,12,349,4188,39 Flamingo_West,Monday_18,157.0
39-Flamingo,West,Monday,Full service,39 Flamingo,July,19,1773,1812,39,0.02,1859,47,0.03,41,6,233,1398,39 Flamingo_West,Monday_19,201.0
